Время;Температура охлаждающей жидкости (°C);Соотношение воздух/топливо;Положение дроссельной заслонки (%);Обороты двигателя (об/мин);Обороты холостого хода (об/мин);Желаемое положение регулятора холостого хода (шаг);Текущее положение регулятора ХХ (шаг);Коэффициент коррекции длительности впрыска топлива;Угол опережения зажигания (°ПКВ);Скорость автомобиля (км\ч);Напряжение бортсети (В);Желаемые обороты холостого хода (об\мин);Напряжение на датчике кислорода (В);Длительность импульса впрыска (мсек);Массовый расход воздуха (кг\ч);Цикловой расход воздуха (мг\такт);Часовой расход топлива (л\час);Путевой расход топлива (л\100км);Контрольная сумма ПЗУ (hех);Флаг готовности датчика кислорода;Флаг разрешения нагрева датчика кислорода;Флаг комплектации датчиком кислорода;Флаг комплектации адсорбером;Флаг комплектации клапаном рециркуляции;Флаг комплектации датчиком температуры воздуха;Флаг комплектации датчиком детонации;Флаг комплектации датчиком фазы;Флаг запрещения отсечки топлива;Флаг разрешения адаптации уставки холостого хода;Флаг комплектации потенциометром корректировки СО;Флаг разрешения адаптации нуля дросселя;Флаг разрешения асинхронной подачи топлива на пуске;Флаг разрешения постоянного хранения ошибок;Флаг комплектации датчиком скорости автомобиля;Флаг разрешения одновременного впрыска;Флаг разрешения асинхронного впрыска при ускорении;Флаг выключения двигателя;Флаг холостого хода;Флаг обогащения по мощности;Флаг блокировки подачи топлива;Флаг зоны регулирования по датчику кислорода;Флаг попадания в зону детонации;Флаг продувки адсорбера;Флаг сохранения результатов обучения по датчику кислорода;Флаг наличия холостого хода в прошлом цикле вычислений;Флаг разрешения блокировки выхода из режима холостого хода;Флаг попадания в зону детонации в прошлом цикле вычислений;Флаг продувки адсорбера в прошлом цикле вычислений;Флаг Обнаружена детонация;Флаг прошлого состояния датчика кислорода;Флаг текущего состояния датчика кислорода;Флаг Ошибка датчика синхронизации КВ;Флаг ошибка EEPROM;Флаг Ошибка нагревателя датчика кислорода;Флаг Ошибка датчика фазы;Флаг ошибка сброса процесора;Флаг ошибка ОЗУ;Флаг ошибка ПЗУ;Флаг Низкое бортовое напряжение;Флаг Низкий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Низкий уровень сигнала с кислородного датчика;Флаг Низкий уровень сигнала датчика положения дроссельной заслонки;Флаг Низкий уровень сигнала датчика массового расхода воздуха;Флаг Низкий уровень шума двигателя;Флаг Высокое бортовое напряжение;Флаг Высокий уровень сигнала с кислородного датчика;Флаг Высокий уровень сигнала с датчика температуры охлаждающей жидкости;Флаг Высокий уровень сигнала датчика положения дроссельной заслонки;Флаг Высокий уровень сигнала датчика массового расхода воздуха;Флаг Высокий уровень шума двигателя;Флаг Обрыв датчика детонации;Флаг Нет связи с иммобилайзером;Флаг Нет активности датчика кислорода;Флаг Нет отклика датчика кислорода при обеднении;Флаг Нет отклика датчика кислорода при обогащении;Флаг Ошибка датчика скорости;Флаг Ошибка регулятора холостого хода;АЦП канала датчика детонации (В);АЦП Датчик температуры охлаждающей жидкости (В);АЦП Датчик массового расхода воздуха (В);АЦП Бортовое напряжение (В);АЦП Датчик кислорода (В);АЦП Датчик положения дроссельной заслонки (В);Время (сек)
0.45;78;14;0;1120;1100;57;57;1;11;0;13.6;900;0.547;3.936;13.7;102.5;1.26;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;9.5
0.46;78;14;0;1120;1100;52;52;1;11;0;13.6;900;0.566;3.8;13.2;99.5;1.22;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;9.7
0.47;78;14;0;1120;1100;52;52;1;11;0;13.6;900;0.566;3.8;13.2;99.5;1.22;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;9.9
0.48;78;14;0;1120;1100;52;52;1;11;0;13.6;900;0.566;3.8;13.2;99.5;1.22;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;10.1
0.49;78;14;0;1120;1100;52;52;1;11;0;13.6;900;0.566;3.8;13.2;99.5;1.22;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;10.5
0.5;78;14;0;960;940;52;52;1;11;0;13.5;900;0.547;4.352;13.2;113.7;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;10.7
0.51;78;14;0;960;950;52;52;1;11;0;13.5;900;0.547;4.384;13.4;114;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;10.8
0.52;78;14;0;960;960;51;51;1;11;0;13.5;900;0.547;4.328;13.2;112.3;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;11
0.53;78;14;0;960;960;51;51;1;11;0;13.5;900;0.547;4.328;13.2;112.3;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;11.2
0.54;78;14;0;960;960;51;51;1;11;0;13.5;900;0.547;4.328;13.2;112.3;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;11.4
0.55;78;14;0;960;960;51;51;1;11;0;13.5;900;0.547;4.328;13.2;112.3;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;11.8
0.56;78;14;0;960;940;49;49;1;11;0;13.5;900;0.547;4.344;12.8;112.8;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;12
0.57;78;14;0;960;940;49;49;1;11;0;13.5;900;0.547;4.344;12.8;112.8;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;12.3
0.58;78;14;0;960;940;49;49;1;11;0;13.5;900;0.547;4.344;12.8;112.8;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;12.4
0.59;78;14;0;960;940;49;49;1;11;0;13.5;900;0.547;4.344;12.8;112.8;1.2;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;12.9
0.6;78;14;0;920;920;47;47;1;12;0;13.6;900;0.547;4.264;12.1;110.7;1.12;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;13
0.61;78;14;0;960;960;47;47;1;11;0;13.5;900;0.527;4.128;12.1;107.2;1.14;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;13.2
0.62;78;14;0;960;960;47;47;1;11;0;13.5;900;0.527;4.128;12.1;107.2;1.14;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;13.4
0.63;78;14;0;960;960;47;47;1;11;0;13.5;900;0.527;4.128;12.1;107.2;1.14;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;13.5
0.64;78;14;0;960;960;47;47;1;11;0;13.5;900;0.527;4.128;12.1;107.2;1.14;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;14
0.65;78;14;0;880;890;44;44;1;15;0;13.6;900;0.547;4.2;11.3;108.8;1.04;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;14.2
0.66;78;14;0;920;920;44;44;1;12;0;13.6;900;0.547;4.144;11.6;107.8;1.08;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;14.3
0.67;78;14;0;960;950;44;44;1;11;0;13.6;900;0.547;4.048;12.1;105;1.1;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;14.5
0.68;78;14;0;960;950;44;44;1;11;0;13.6;900;0.547;4.048;12.1;105;1.1;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;14.7
0.69;78;14;0;960;950;44;44;1;11;0;13.6;900;0.547;4.048;12.1;105;1.1;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;14.8
0.7;78;14;0;960;950;44;44;1;11;0;13.6;900;0.547;4.048;12.1;105;1.1;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;15.3
0.71;78;14;0;880;900;43;43;1;14;0;13.6;900;0.527;4.136;11.7;107;1.02;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;15.5
0.72;78;14;0;880;900;43;43;1;14;0;13.6;900;0.547;4.136;11.7;107.5;1.04;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;15.6
0.73;78;14;0;920;930;43;43;1;11;0;13.6;900;0.527;4.048;11.7;105;1.06;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;15.8
0.74;78;14;0;920;920;43;43;1;12;0;13.6;900;0.527;4.016;11.6;104;1.04;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;15.9
0.75;78;14;0;920;920;43;43;1;12;0;13.6;900;0.527;4;11.7;103.3;1.04;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;16
0.76;78;14;0;920;910;41;41;1;13;0;13.6;900;0.547;4.016;11.9;104;1.04;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;16.2
0.77;78;14;0;880;880;41;41;1;16;0;13.6;900;0.547;4.128;12.1;106.5;1.02;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;16.3
0.78;78;14;0;920;920;41;41;1;12;0;13.6;900;0.527;4.128;12.1;107.3;1.08;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;16.5
0.79;78;14;0;880;900;41;41;1;14;0;13.6;900;0.527;4.16;12.2;107.8;1.04;511.99;255;да;да;да;да;нет;да;да;да;нет;нет;нет;да;нет;нет;да;нет;нет;нет;да;нет;нет;нет;нет;да;нет;да;нет;нет;нет;нет;нет;да;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;нет;0.86;0.72;1.33;13.636;2.19;0.59;16.6
